Student_ID,Gender,Attendance_Rate,Social_Media_Hours,Study_Hours_per_Day,Physics,Maths,Biology,Chemistry,Past_Exam_Scores,Final_Exam_Score,Pass_Fail
S4372,Female,83.40135453,5,11,91,36,84,59,89,84,Pass
S4373,Female,76.93555387,9,7,44,39,86,50,89,72,Pass
S4374,Female,52.33344031,12,4,49,45,56,75,55,48,Fail
S4375,Male,85.82238922,10,8,54,32,33,76,80,62,Pass
S4376,Male,79.48641552,9,8,43,48,38,47,76,61,Pass
S4377,Female,62.8410237,8,8,94,30,33,82,79,61,Pass
S4378,Female,56.06129957,5,11,58,46,74,46,90,77,Pass
S4379,Female,88.77358479,5,12,99,62,66,55,91,85,Pass
S4380,Male,83.92824708,9,7,98,69,46,62,84,65,Pass
S4381,Male,54.13597807,10,7,61,40,37,41,80,54,Pass
S4382,Male,65.54645821,11,4,89,49,57,91,55,49,Fail
S4383,Male,70.461124,5,11,95,44,78,99,94,87,Pass
S4384,Female,51.49311944,8,8,39,68,81,63,80,66,Pass
S4385,Female,98.54515451,7,11,70,67,96,35,91,85,Pass
S4386,Male,55.85065523,8,7,73,57,82,64,80,63,Pass
S4387,Male,99.89650973,5,12,85,72,76,87,98,77,Pass
S4388,Female,63.11988737,9,7,96,91,82,61,58,68,Pass
S4389,Female,56.69498842,8,8,96,51,74,62,50,59,Pass
S4390,Male,89.0320323,10,8,71,41,97,51,86,68,Pass
S4391,Female,61.81942104,6,12,59,87,95,77,95,82,Pass
S4392,Male,82.70801534,9,7,91,72,76,47,56,69,Pass
S4393,Female,72.93046802,8,7,83,69,48,44,77,71,Pass
S4394,Female,57.46589246,10,4,41,53,47,91,55,48,Fail
S4395,Female,68.15550786,9,8,93,43,46,75,79,65,Pass
S4396,Female,94.2681886,8,8,60,53,76,48,79,59,Pass
S4397,Female,85.94810286,8,7,87,43,60,88,53,65,Pass
S4398,Female,64.94796122,5,12,71,91,97,30,96,84,Pass
S4399,Male,59.72555418,11,4,91,53,86,45,51,44,Fail
S4400,Male,87.65684711,10,8,93,64,35,89,80,65,Pass
S4401,Female,78.70720015,5,12,99,73,35,55,86,82,Pass
S4402,Female,50.59513802,9,7,65,73,81,48,56,52,Pass
S4403,Female,87.8850882,5,12,63,98,57,69,92,77,Pass
S4404,Female,62.2745817,9,7,34,49,77,53,74,59,Pass
S4405,Male,75.06630975,9,7,92,96,61,56,71,67,Pass
S4406,Male,56.22451566,9,8,86,98,85,51,67,64,Pass
S4407,Male,55.42312773,10,7,61,76,63,54,65,61,Pass
S4408,Male,85.16180873,9,8,47,72,48,69,60,65,Pass
S4409,Male,87.81975601,9,8,80,37,92,76,58,65,Pass
S4410,Male,71.68073238,10,7,31,67,33,79,75,68,Pass
S4411,Male,54.47145794,12,4,56,97,63,40,58,45,Fail
S4412,Female,97.93928746,9,8,49,85,38,92,55,52,Pass
S4413,Male,61.5729967,9,8,40,98,31,49,71,53,Pass
S4414,Female,83.47861548,8,7,95,44,53,55,60,65,Pass
S4415,Female,94.89067336,10,7,66,73,44,68,62,60,Pass
S4416,Female,84.95063773,5,11,41,33,75,87,89,77,Pass
S4417,Male,74.18236891,8,8,97,98,46,78,62,58,Pass
S4418,Female,98.51959098,9,7,77,48,92,34,60,52,Pass
S4419,Male,72.32981359,8,7,53,69,84,59,81,63,Pass
S4420,Male,92.56837348,5,11,53,51,57,38,95,77,Pass
S4421,Female,51.84874282,9,8,89,87,53,60,79,63,Pass
S4422,Female,54.43923506,8,7,98,91,79,91,85,74,Pass
S4423,Female,72.21405333,8,8,83,73,70,77,63,63,Pass
S4424,Male,59.81420901,9,7,63,59,69,53,54,58,Pass
S4425,Female,63.65554564,8,8,38,87,46,80,71,71,Pass
S4426,Male,77.49057788,9,7,88,97,57,95,78,66,Pass
S4427,Female,69.39333045,9,7,98,67,80,32,52,52,Pass
S4428,Female,55.52499952,9,7,93,62,51,43,83,61,Pass
S4429,Male,98.14915623,10,8,52,97,49,90,58,62,Pass
S4430,Male,54.80723135,12,3,87,87,57,58,56,50,Pass
S4431,Male,81.53504844,5,12,36,89,51,73,76,76,Pass
S4432,Male,94.15853229,10,7,36,94,33,48,79,64,Pass
S4433,Male,71.59843885,6,12,47,44,41,67,95,79,Pass
S4434,Female,90.38785689,9,7,61,63,72,70,63,54,Pass
S4435,Female,76.22862562,8,7,50,30,48,52,95,62,Pass
S4436,Female,61.26194348,11,3,43,54,54,75,56,48,Fail
S4437,Female,92.23386734,8,7,53,83,61,97,86,70,Pass
S4438,Male,92.82504008,9,8,69,59,30,67,72,55,Pass
S4439,Male,97.96777457,8,7,96,41,57,52,52,51,Pass
S4440,Male,81.32414067,5,11,75,83,99,52,96,81,Pass
S4441,Male,98.46107103,5,12,79,42,51,58,92,81,Pass
S4442,Female,69.54817711,8,7,98,41,89,70,64,56,Pass
S4443,Male,72.89286088,9,7,89,74,95,56,63,70,Pass
S4444,Female,58.36779655,8,7,96,58,79,81,68,75,Pass
S4445,Male,72.97228199,12,3,87,96,30,36,60,49,Fail
S4446,Male,61.90426027,8,8,59,90,96,88,60,59,Pass
S4447,Male,68.68274015,5,12,66,67,38,97,93,81,Pass
S4448,Male,96.1842926,8,7,87,31,85,56,59,55,Pass
S4449,Female,61.56277481,9,7,68,45,32,31,79,70,Pass
S4450,Male,70.10565908,11,4,41,83,71,42,63,49,Fail
S4451,Female,98.23915623,5,11,77,50,80,73,76,79,Pass
S4452,Male,82.0259567,10,8,44,94,76,44,51,54,Pass
S4453,Male,80.94621262,5,12,72,36,60,80,96,83,Pass
S4454,Female,52.96643891,9,8,77,94,65,98,59,65,Pass
S4455,Female,73.20420436,8,8,61,89,84,58,65,62,Pass
S4456,Female,57.98437228,11,4,57,38,66,51,53,40,Fail
S4457,Female,92.7411867,8,7,88,93,46,36,58,60,Pass
S4458,Male,75.77037003,11,4,33,33,97,50,61,48,Fail
S4459,Male,73.57307854,8,8,73,98,45,94,68,67,Pass
S4460,Male,56.12874924,9,7,82,70,36,86,59,53,Pass
S4461,Female,84.46818485,9,7,93,70,96,48,50,56,Pass
S4462,Female,67.31662918,10,7,71,42,58,45,73,68,Pass
S4463,Male,85.22395461,5,11,41,92,97,95,91,85,Pass
S4464,Male,55.60287635,8,7,57,83,41,75,74,61,Pass
S4465,Female,84.60246576,8,7,41,69,66,76,94,75,Pass
S4466,Male,84.35658389,8,7,61,61,35,58,76,67,Pass
S4467,Female,61.67124076,5,12,75,87,61,94,69,77,Pass
S4468,Male,83.06983582,10,3,31,78,73,42,58,49,Fail
S4469,Female,71.39773458,8,8,90,53,30,93,72,59,Pass
S4470,Female,51.51272016,11,3,61,75,66,62,65,50,Pass
S4471,Female,90.69818861,8,8,46,91,48,60,53,53,Pass
S4472,Female,92.03108718,9,8,64,72,45,43,71,69,Pass
S4473,Male,84.92782554,9,8,40,56,35,49,88,57,Pass
S4474,Female,65.58589663,10,8,94,97,36,64,64,66,Pass
S4475,Male,92.85188176,8,8,48,82,40,88,73,73,Pass
S4476,Male,67.5652452,8,8,52,54,63,77,53,57,Pass
S4477,Female,88.68626539,9,8,85,42,75,64,64,66,Pass
S4478,Female,61.4480426,10,7,41,56,87,86,79,66,Pass
S4479,Male,90.06830855,10,8,79,33,88,42,95,66,Pass
S4480,Male,93.84492391,5,11,65,90,42,81,86,80,Pass
S4481,Male,81.56075504,8,8,92,46,63,32,54,64,Pass
S4482,Male,80.37101684,5,11,78,93,46,62,93,76,Pass
S4483,Female,60.47844865,5,12,80,66,38,52,86,78,Pass
S4484,Male,78.03216199,6,12,54,93,98,48,78,77,Pass
S4485,Male,94.70007023,10,8,87,62,60,93,61,72,Pass
S4486,Male,54.4267258,8,7,35,36,91,55,74,61,Pass
S4487,Male,52.79130873,9,8,96,92,82,57,66,66,Pass
S4488,Male,90.23169891,8,7,87,43,36,55,74,61,Pass
S4489,Male,96.62669074,8,8,56,83,71,47,59,56,Pass
S4490,Female,73.10348166,7,11,93,98,90,96,80,77,Pass
S4491,Female,67.15129512,9,8,50,69,33,95,65,54,Pass
S4492,Female,75.74827076,8,7,75,63,84,48,90,68,Pass
S4493,Female,63.17432537,8,7,31,70,58,77,96,68,Pass
S4494,Female,74.19716026,6,12,65,77,84,57,95,79,Pass
S4495,Male,53.89630236,9,7,39,57,98,50,54,52,Pass
S4496,Female,89.45289611,6,11,53,77,98,52,95,80,Pass
S4497,Female,69.23392043,8,7,52,80,41,88,80,67,Pass
S4498,Female,64.68172808,8,7,81,96,35,79,52,65,Pass
S4499,Male,50.15367944,9,8,82,59,52,92,98,74,Pass
S4500,Female,59.40223838,8,8,46,74,47,80,66,53,Pass
S4501,Male,94.15391289,10,8,95,45,60,53,75,74,Pass
S4502,Male,98.70478679,8,8,42,54,48,97,64,58,Pass
S4503,Male,90.71569565,8,8,98,52,38,89,57,57,Pass
S4504,Male,71.6215745,10,7,69,40,39,86,83,59,Pass
S4505,Male,54.18925848,10,7,41,55,32,93,80,72,Pass
S4506,Female,87.16199872,9,7,80,76,80,52,56,55,Pass
S4507,Female,63.17746683,8,7,70,84,54,94,72,58,Pass
S4508,Female,68.18729121,10,8,47,90,45,70,78,62,Pass
S4509,Female,82.43229893,8,8,56,65,75,83,57,56,Pass
S4510,Female,60.41813873,7,12,78,57,85,91,89,80,Pass
S4511,Male,62.5446611,9,7,50,35,91,35,85,67,Pass
S4512,Male,83.45560547,5,12,74,77,51,89,93,77,Pass
S4513,Female,69.01996556,10,8,87,39,74,33,94,66,Pass
S4514,Male,62.42943232,8,7,61,65,33,93,71,73,Pass
S4515,Male,66.33494217,10,8,64,58,47,54,55,59,Pass
S4516,Male,72.15212351,8,8,49,58,96,99,82,66,Pass
S4517,Male,62.63057327,9,7,93,56,43,74,80,70,Pass
S4518,Female,69.45689186,8,7,72,68,49,41,69,63,Pass
S4519,Male,51.54257149,9,8,40,95,48,30,52,58,Pass
S4520,Female,52.37199617,9,7,91,81,65,77,86,70,Pass
S4521,Female,55.46828597,8,8,84,77,54,41,70,61,Pass
S4522,Male,88.04754262,5,11,52,99,99,55,89,80,Pass
S4523,Male,92.99919401,9,8,50,31,68,34,76,60,Pass
S4524,Male,66.34741221,8,7,95,97,42,67,53,65,Pass
S4525,Male,72.30036864,9,8,56,56,69,91,75,63,Pass
S4526,Male,98.49567359,7,12,69,88,79,84,84,81,Pass
S4527,Male,71.60575823,8,8,31,77,87,34,99,73,Pass
S4528,Male,95.40578928,9,7,89,33,90,94,51,60,Pass
S4529,Female,53.81174494,10,8,75,86,97,51,65,64,Pass
S4530,Female,91.52413164,9,8,30,73,99,98,67,58,Pass
S4531,Female,55.58984513,8,7,68,46,71,76,82,66,Pass
S4532,Male,52.64989906,11,4,73,93,66,46,50,46,Fail
S4533,Male,56.04525494,8,7,57,72,42,70,69,67,Pass
S4534,Male,74.42565694,5,12,58,91,84,62,84,78,Pass
S4535,Female,77.17322211,9,8,63,40,91,46,54,58,Pass
S4536,Male,67.67213066,8,8,38,58,52,75,50,58,Pass
S4537,Female,72.2553493,8,7,33,98,30,89,58,67,Pass
S4538,Male,96.0190024,6,11,97,51,61,49,98,78,Pass
S4539,Male,52.33438948,9,7,42,71,63,49,74,65,Pass
S4540,Female,93.49661575,5,11,77,74,31,54,97,83,Pass
S4541,Male,61.64590314,11,4,63,42,87,46,54,47,Fail
S4542,Female,98.50523774,9,7,83,90,93,48,75,67,Pass
S4543,Male,71.09663329,8,7,56,94,85,40,92,67,Pass
S4544,Female,76.38764042,9,7,32,83,36,92,90,74,Pass
S4545,Female,65.48180627,8,8,97,45,47,37,54,59,Pass
S4546,Male,73.22009279,10,8,63,95,88,72,87,75,Pass
S4547,Male,70.18997091,8,7,40,59,54,33,78,73,Pass
S4548,Male,93.32987074,10,8,46,94,33,45,81,73,Pass
S4549,Female,60.32386598,10,7,42,86,94,31,72,56,Pass
S4550,Male,92.5905887,10,7,93,56,50,53,63,52,Pass
S4551,Male,76.37202357,10,8,60,93,30,77,82,71,Pass
S4552,Male,82.88632095,8,7,58,71,77,85,50,60,Pass
S4553,Male,81.13532919,8,7,50,77,89,90,72,73,Pass
S4554,Male,70.3005571,10,7,95,78,93,41,72,68,Pass
S4555,Male,59.49168834,8,8,79,65,35,39,87,69,Pass
S4556,Female,74.60716682,10,3,49,76,32,41,63,50,Pass
S4557,Male,96.90388916,9,7,58,35,36,36,76,67,Pass
S4558,Male,77.65807911,6,11,78,60,59,73,84,79,Pass
S4559,Male,70.07765367,5,11,76,49,34,37,96,82,Pass
S4560,Female,67.68478408,8,8,74,81,43,88,86,67,Pass
S4561,Male,84.27052075,8,7,80,41,60,55,74,63,Pass
S4562,Female,70.17899412,9,8,73,87,53,76,55,67,Pass
S4563,Male,68.95182249,5,11,92,78,79,63,81,81,Pass
S4564,Female,57.54235462,8,8,56,90,93,53,78,69,Pass
S4565,Female,75.54247057,8,7,50,61,48,60,76,64,Pass
S4566,Male,71.13649535,9,7,87,55,36,39,84,66,Pass
S4567,Female,93.13099998,8,8,44,84,32,86,78,62,Pass
S4568,Female,99.19158953,7,12,50,43,67,89,99,76,Pass
S4569,Male,60.82229604,5,11,41,76,43,85,91,79,Pass
S4570,Female,71.43594737,8,7,71,84,97,35,58,64,Pass
S4571,Male,75.2413679,10,7,40,41,75,31,75,57,Pass
S4572,Female,80.42139645,7,11,76,96,83,75,98,79,Pass
S4573,Male,92.15777414,8,8,78,93,45,62,94,74,Pass
S4574,Female,92.06204481,10,7,74,34,45,47,83,60,Pass
S4575,Female,98.32810882,9,7,85,39,91,54,62,71,Pass
S4576,Female,76.89767942,10,8,73,61,50,98,91,73,Pass
S4577,Male,73.61735866,9,8,77,85,57,92,63,59,Pass
S4578,Female,79.61717088,8,8,44,61,57,31,76,55,Pass
S4579,Female,73.35377347,9,8,39,40,41,54,94,65,Pass
S4580,Female,59.43985918,9,8,45,64,64,72,98,67,Pass
S4581,Male,78.57226859,8,8,78,49,31,33,74,63,Pass
S4582,Male,60.60116237,8,8,64,97,51,41,52,54,Pass
S4583,Female,86.67060469,8,8,64,55,71,51,89,73,Pass
S4584,Male,73.29228214,11,4,39,90,39,44,50,46,Fail
S4585,Male,66.64691602,9,7,38,39,46,73,70,68,Pass
S4586,Female,60.07337732,10,7,39,72,49,95,51,56,Pass
S4587,Female,94.70219139,10,7,57,90,98,87,50,67,Pass
S4588,Male,82.25689688,9,8,71,76,89,93,69,70,Pass
S4589,Female,59.39068697,9,8,70,68,96,79,62,71,Pass
S4590,Male,92.50249404,8,8,62,64,80,76,71,68,Pass
S4591,Male,96.61879313,10,8,40,49,46,66,56,52,Pass
S4592,Male,86.62218171,9,7,80,77,91,50,85,67,Pass
S4593,Female,87.65431041,10,3,93,47,86,63,50,50,Pass
S4594,Male,81.2505103,7,11,76,76,69,66,88,77,Pass
S4595,Male,99.69506126,8,8,91,64,61,43,65,57,Pass
S4596,Male,76.63738325,9,7,76,74,49,90,82,64,Pass
S4597,Male,57.1042291,7,12,37,58,73,79,87,78,Pass
S4598,Female,84.08064775,6,12,32,42,65,47,94,79,Pass
S4599,Male,52.60660401,9,7,64,47,95,30,96,73,Pass
S4600,Male,67.56922065,9,7,55,84,55,53,77,62,Pass
S4601,Male,63.5585884,9,7,45,77,33,49,78,57,Pass
S4602,Female,86.0247253,5,12,97,85,68,56,66,76,Pass
S4603,Male,59.93253877,8,8,77,77,49,87,73,68,Pass
S4604,Female,51.14065865,8,7,78,51,72,99,58,60,Pass
S4605,Male,56.6330062,8,7,84,61,75,84,74,59,Pass
S4606,Male,52.78800682,8,8,35,99,56,64,82,60,Pass
S4607,Female,63.92416698,10,7,41,83,90,78,83,68,Pass
S4608,Female,78.39088919,10,8,65,83,52,63,63,63,Pass
S4609,Male,74.92209964,10,8,35,80,60,56,90,61,Pass
S4610,Male,74.58469131,8,8,95,97,64,41,62,67,Pass
S4611,Female,58.45467868,5,12,74,36,86,38,98,85,Pass
S4612,Male,54.24553313,7,11,35,53,84,74,92,77,Pass
S4613,Male,52.28527754,5,11,67,82,68,60,81,78,Pass
S4614,Male,52.70997836,9,7,41,93,45,71,79,75,Pass
S4615,Female,65.79879024,8,8,79,58,77,70,54,62,Pass
S4616,Female,95.47011376,8,7,51,78,73,83,86,75,Pass
S4617,Female,89.53540203,10,8,39,44,90,46,73,63,Pass
S4618,Male,76.37270715,12,3,71,35,83,74,55,48,Fail
S4619,Female,66.39934939,9,8,96,86,53,79,86,72,Pass
S4620,Male,89.37808696,10,7,99,99,65,34,73,72,Pass
S4621,Male,67.58574781,9,7,86,60,67,41,58,66,Pass
S4622,Female,58.27954469,8,7,79,49,55,77,80,72,Pass
S4623,Male,81.1838985,9,7,43,56,72,42,64,68,Pass
S4624,Male,63.139681,10,7,47,46,46,79,65,60,Pass
S4625,Male,81.93535078,8,8,87,72,73,50,52,59,Pass
S4626,Female,87.54290496,9,7,63,81,95,49,95,69,Pass
S4627,Female,74.24485793,6,12,48,93,43,71,86,80,Pass
S4628,Female,74.21307777,10,7,86,66,48,59,85,67,Pass
S4629,Female,64.40769294,10,7,80,67,72,41,68,59,Pass
S4630,Female,53.47267692,9,7,94,38,59,95,92,65,Pass
S4631,Male,74.4980298,8,8,74,62,71,73,67,57,Pass
S4632,Female,90.10185096,9,7,35,88,41,95,84,63,Pass
S4633,Male,88.22762019,10,7,50,55,93,56,79,74,Pass
S4634,Female,63.18350652,8,8,89,93,52,44,60,56,Pass
S4635,Male,62.6207435,8,7,94,65,57,61,57,52,Pass
S4636,Female,88.58709539,10,8,53,56,47,88,77,59,Pass
S4637,Male,61.60634691,8,7,39,38,65,85,63,52,Pass
S4638,Female,64.43842028,11,3,65,99,32,88,51,46,Fail
S4639,Female,59.53556678,9,8,41,50,85,32,81,55,Pass
S4640,Male,77.67000049,8,8,66,42,64,67,50,60,Pass
S4641,Male,51.21921623,10,8,44,43,80,67,56,59,Pass
S4642,Female,88.46964421,9,8,43,88,30,48,73,68,Pass
S4643,Female,76.20711223,8,7,75,48,41,31,84,67,Pass
S4644,Female,79.3541601,10,8,64,68,41,70,66,57,Pass
S4645,Female,98.04581091,9,7,37,72,48,90,82,74,Pass
S4646,Female,87.15288145,7,11,79,60,50,76,92,82,Pass
S4647,Female,80.18709618,5,12,44,66,54,77,78,77,Pass
S4648,Female,91.29791482,8,7,43,39,73,73,63,62,Pass
S4649,Male,50.43913443,5,11,96,47,30,98,89,82,Pass
S4650,Female,98.22592261,5,11,75,75,91,32,97,89,Pass
S4651,Male,95.74754464,8,7,89,40,63,89,57,68,Pass
S4652,Male,96.08158315,5,11,85,63,65,76,78,80,Pass
S4653,Female,82.6254858,8,7,98,63,77,97,56,67,Pass
S4654,Male,89.27519449,9,7,44,76,79,32,86,68,Pass
S4655,Female,68.73322913,7,12,72,85,90,41,85,81,Pass
S4656,Female,86.78070037,9,8,46,86,59,73,77,66,Pass
S4657,Female,62.80765483,10,3,88,78,95,36,50,50,Pass
S4658,Male,99.39146757,8,8,98,32,67,99,58,57,Pass
S4659,Male,54.5038126,10,7,90,96,61,46,74,63,Pass
S4660,Male,51.741155,8,7,97,45,66,69,82,66,Pass
S4661,Female,85.30524812,10,8,59,84,95,30,61,66,Pass
S4662,Female,85.00865346,6,11,62,60,85,91,98,81,Pass
S4663,Female,87.1661175,8,8,61,39,75,45,85,67,Pass
S4664,Female,93.64351647,9,8,35,66,59,46,99,66,Pass
S4665,Male,98.41930828,9,8,82,79,37,90,87,72,Pass
S4666,Male,58.19193271,10,8,92,98,74,38,56,53,Pass
S4667,Female,72.54580312,11,4,63,67,34,36,54,45,Fail
S4668,Male,55.52853997,10,7,95,54,52,60,66,66,Pass
S4669,Male,65.33496666,8,8,68,56,80,39,57,63,Pass
S4670,Male,75.6093207,8,8,39,34,39,34,94,70,Pass
S4671,Male,50.1771065,9,7,66,83,47,81,79,72,Pass
S4672,Male,84.08747992,9,7,85,56,65,76,83,67,Pass
S4673,Female,71.1702734,8,7,38,30,68,76,52,61,Pass
S4674,Female,55.81520603,10,7,52,87,88,86,76,59,Pass
S4675,Male,88.33093727,8,8,64,70,38,99,50,66,Pass
S4676,Male,78.48998346,8,7,65,98,41,78,62,69,Pass
S4677,Female,77.85060884,8,8,68,84,94,38,58,60,Pass
S4678,Male,92.9079135,8,7,32,59,46,34,84,65,Pass
S4679,Male,67.00962356,10,8,41,56,48,58,98,73,Pass
S4680,Female,63.77128876,5,11,57,52,48,52,86,77,Pass
S4681,Male,78.99760307,8,8,30,54,55,81,59,67,Pass
S4682,Male,73.07442166,9,7,87,98,70,67,54,57,Pass
S4683,Female,80.43239029,7,12,94,91,90,61,96,85,Pass
S4684,Female,79.27547821,8,7,89,73,75,40,66,64,Pass
S4685,Male,68.58887552,10,4,84,61,83,32,58,48,Fail
S4686,Female,58.3401934,8,7,86,90,43,60,62,61,Pass
S4687,Male,81.53315622,9,7,84,53,56,87,53,61,Pass
S4688,Male,85.90113699,6,11,36,40,76,70,91,78,Pass
S4689,Female,56.69721509,10,7,79,86,39,82,66,66,Pass
S4690,Male,65.64990628,9,8,61,86,49,74,84,66,Pass
S4691,Male,99.40737713,6,11,47,89,93,65,87,83,Pass
S4692,Male,70.75519862,9,7,47,31,77,89,62,56,Pass
S4693,Male,67.50487407,8,7,56,36,96,44,78,66,Pass
S4694,Female,63.14806236,8,7,40,54,75,57,69,66,Pass
S4695,Male,92.62649904,9,8,43,70,91,93,75,62,Pass
S4696,Female,67.15682268,9,7,77,81,72,97,53,57,Pass
S4697,Male,65.33453836,11,4,86,42,43,41,62,49,Fail
S4698,Female,58.53884274,10,7,70,36,32,83,54,55,Pass
S4699,Male,72.98339221,6,12,88,63,74,67,90,86,Pass
S4700,Female,76.7993246,8,8,38,37,53,42,76,58,Pass
S4701,Male,71.01618163,10,7,77,88,57,38,66,58,Pass
S4702,Male,82.20706451,9,7,64,61,94,58,84,73,Pass
S4703,Female,99.75087172,8,8,59,47,55,65,51,55,Pass
S4704,Female,68.39945954,9,8,40,74,36,84,54,57,Pass
S4705,Female,58.25610174,9,7,36,30,55,67,79,71,Pass
S4706,Female,52.99362097,10,7,62,75,93,53,88,63,Pass
S4707,Male,87.31461643,8,7,66,58,94,73,57,54,Pass
S4708,Male,66.73711658,9,7,88,43,43,76,87,71,Pass
S4709,Male,66.91129723,8,7,86,48,62,82,71,62,Pass
S4710,Female,97.02410895,8,7,70,51,67,76,61,67,Pass
S4711,Male,67.60727644,9,8,45,33,88,58,87,64,Pass
S4712,Male,99.74870164,10,8,43,88,35,65,65,61,Pass
S4713,Male,93.3820334,9,7,71,48,72,41,61,58,Pass
S4714,Female,75.93607289,8,7,54,79,87,95,60,54,Pass
S4715,Male,66.04855464,8,8,32,66,54,62,79,63,Pass
S4716,Male,93.31836575,6,11,71,73,69,75,98,81,Pass
S4717,Male,66.13758228,8,8,51,86,92,35,88,68,Pass
S4718,Female,67.42478608,6,11,57,38,90,72,95,79,Pass
S4719,Female,84.60162853,10,8,93,41,37,65,53,51,Pass
S4720,Female,85.27704603,7,11,96,98,53,89,96,82,Pass
S4721,Male,67.01876272,9,7,66,61,64,34,77,55,Pass
S4722,Female,73.66442911,5,11,40,88,35,95,97,76,Pass
S4723,Male,85.289168,6,12,59,31,49,94,92,81,Pass
S4724,Female,89.85712387,9,7,86,86,85,78,59,66,Pass
S4725,Female,69.50007048,8,7,84,68,73,89,58,69,Pass
S4726,Male,84.58422252,8,7,83,68,64,85,61,68,Pass
S4727,Female,64.26318512,9,7,77,52,46,96,64,64,Pass
S4728,Male,69.48761411,9,8,36,99,63,42,51,56,Pass
S4729,Male,78.41269518,5,11,90,30,97,38,92,79,Pass
S4730,Male,73.64339387,9,7,62,38,94,52,61,56,Pass
S4731,Male,66.11665693,8,7,77,79,61,99,92,71,Pass
S4732,Male,63.06942702,10,7,32,60,86,74,50,58,Pass
S4733,Male,80.84483437,11,4,80,53,92,82,50,49,Fail
S4734,Female,82.43287169,8,7,71,84,67,86,72,66,Pass
S4735,Male,79.82086003,9,7,78,60,63,78,51,58,Pass
S4736,Female,91.63869695,5,12,49,76,97,80,67,76,Pass
S4737,Female,52.19302165,10,3,34,48,62,39,64,46,Fail
S4738,Female,76.701595,8,8,44,81,70,80,75,71,Pass
S4739,Female,52.34607745,8,8,49,68,40,42,66,54,Pass
S4740,Male,82.84123221,10,7,96,50,99,45,68,58,Pass
S4741,Female,81.07868118,8,7,87,56,36,60,80,61,Pass
S4742,Male,75.9052588,8,7,46,69,75,39,76,70,Pass
S4743,Male,55.17535198,8,8,78,59,98,52,87,64,Pass
S4744,Male,86.77030977,8,8,57,43,35,98,71,56,Pass
S4745,Male,52.21275189,8,8,67,31,49,39,74,63,Pass
S4746,Female,68.01928493,10,8,71,63,78,49,67,63,Pass
S4747,Female,94.80331834,8,7,43,90,40,38,64,63,Pass
S4748,Male,56.1807805,9,7,80,50,92,87,81,64,Pass
S4749,Female,95.0159303,10,8,56,57,43,61,54,53,Pass
S4750,Male,80.77058258,9,7,67,67,59,85,75,73,Pass
S4751,Female,87.26322438,8,8,98,91,65,91,94,75,Pass
S4752,Female,68.52517305,9,8,35,43,95,83,64,65,Pass
S4753,Female,85.1899286,10,7,40,93,87,88,83,73,Pass
S4754,Male,90.77439412,8,8,38,87,86,56,77,74,Pass
S4755,Male,71.17588116,8,8,80,92,86,49,70,60,Pass
S4756,Female,66.1681822,8,8,32,66,87,84,96,69,Pass
S4757,Male,62.77727672,12,4,67,30,45,97,52,42,Fail
S4758,Male,87.39908948,8,7,39,39,46,98,74,65,Pass
S4759,Female,56.2421343,10,8,53,32,55,38,76,61,Pass
S4760,Female,86.7076323,8,7,51,46,52,73,91,70,Pass
S4761,Female,58.48959486,7,12,76,42,43,93,93,77,Pass
S4762,Female,89.06131276,8,7,61,93,86,84,52,54,Pass
S4763,Female,97.25094855,10,8,64,31,54,87,75,66,Pass
S4764,Male,75.56016201,10,3,68,72,50,68,51,45,Fail
S4765,Female,90.34601144,10,7,71,67,64,98,57,58,Pass
S4766,Female,65.67680675,9,7,69,50,72,70,65,59,Pass
S4767,Female,62.52331528,10,3,36,37,35,53,53,42,Fail
S4768,Female,91.27800278,8,8,52,78,98,35,55,58,Pass
S4769,Male,80.32522484,8,8,76,38,93,70,53,58,Pass
S4770,Male,90.00367054,9,7,81,91,36,59,81,73,Pass
S4771,Female,99.23257177,10,8,80,93,67,99,58,68,Pass
S4772,Male,55.62705002,8,7,89,70,48,35,87,69,Pass
S4773,Male,63.51773339,8,7,62,52,73,79,98,73,Pass
S4774,Male,66.96673668,8,7,92,81,73,95,52,61,Pass
S4775,Male,88.85748306,10,8,40,43,86,58,67,51,Pass
S4776,Female,64.43185836,9,7,78,56,80,67,77,67,Pass
S4777,Male,70.10635697,10,3,67,65,94,61,54,49,Fail
S4778,Male,74.24899267,10,8,66,38,39,99,59,58,Pass
S4779,Male,92.68235732,5,12,95,73,74,60,90,86,Pass
S4780,Female,68.21968392,11,3,82,69,30,50,59,50,Pass
S4781,Male,67.37428294,8,8,58,63,54,95,78,70,Pass
S4782,Female,92.70728883,5,11,73,56,67,69,73,76,Pass
S4783,Male,93.14837391,8,7,85,65,88,95,82,71,Pass
S4784,Female,61.81914458,8,7,83,66,58,32,64,56,Pass
S4785,Female,57.75858361,8,8,85,52,38,45,76,60,Pass
S4786,Male,82.24586639,8,8,91,51,38,33,87,74,Pass
S4787,Female,99.13878708,8,8,62,46,86,85,89,72,Pass
S4788,Female,63.82342105,8,8,90,31,41,31,73,61,Pass
S4789,Male,89.08920859,10,7,76,48,59,78,77,68,Pass
S4790,Female,62.19840955,8,8,62,39,57,52,57,53,Pass
S4791,Male,56.38224687,8,7,45,68,52,63,53,52,Pass
S4792,Female,83.58565635,8,7,37,90,86,79,77,70,Pass
